Title,Year,Genre,Plot,Kind
Bar Boys,2017,Drama,"The misadventures of 3 young men who try their luck in the college of law. As their friendship, families, relationships and convictions are brought to breaking point, they must keep their heads together as they prepare for the big day.",movie
The Big Bird Cage,1972,"Action, Crime, Drama","Terry, a social-climbing young woman accidentally gets caught up in the activities of two revolutionaries, Blossom and Django, and finds herself in a concentration camp for women. In the center of the camp is a towering wooden machine (""The Big Bird Cage"") in which the women risk their lives processing sugar as the evil warden looks on. The prisoners are subjected to sadistic cruelty from the guards and fellow prisoners, and all attempts at escape are dealt with - permanently. Terry's only hope for escape lies in Blossom and her revolutionary allies.",movie
Miracle in Cell No. 7,2019,Drama,A story of love between a mentally-ill father who was wrongly accused of murder and his lovely six years old daughter. The prison would be their home. Based on the 2013 Korean movie 7-beon-bang-ui seon-mul (2013).,movie
Black Mama White Mama,1973,"Crime, Drama, Thriller","When two troublemaking female prisoners (one a revolutionary, the other a former harem-girl) can't seem to get along, they are chained together and extradited for safekeeping. The women, still chained together, stumble, stab, and cat-fight their way across the wilderness, igniting a bloody shootout between gangsters and a group of revolutionaries.Written byJonathan Ruskin <JonRuskin@aol.com>",movie
"Hello, Stranger: The Movie",2021,"Comedy, Romance","Xavier and Mico join a writing camp, where they get to know each other more. But with their friends and other people around them twist and turn them in different directions, will they be strangers no more or strangers again?",movie
Yellow Rose,2019,"Drama, Music","Rose, an undocumented 17 year old Filipina, dreams of one day leaving her small Texas town to pursue her country music dreams. Her world is shattered when her mom suddenly gets picked up by Immigration and Customs Enforcement. Rose, facing this new realty, is forced to flee the scene, leaving behind the only life she knows, and embarks on a journey of self-discovery as she searches for a new home in the honky tonk world of Austin, Texas.Written byCecilia Mejia",movie
Eerie,2018,"Horror, Mystery, Thriller","The unexpected and gruesome death of a student threatens the existence of an old Catholic school for girls. Pat Consolacion (Bea Alonzo), the school guidance counselor, involves herself with the students in the hopes of helping them cope, and at the same time uncover the mysteries of the student's death. Most students suspect of the strict and borderline abusive Mother Alice (Charo Santos-Concio), who also threatened Pat's tenure in the school because of her continuous meddling with the case. But Pat's unusual talents lead her to knowing Eri, a former student who's been watching the whole school for years. Piece by piece, Pat uncovers the secret of the school and the monster that it nurtured for the past century.Written byStar Cinema",movie
Women in Cages,1971,"Action, Crime, Drama","Framed by her vicious drug-dealing boyfriend, Rudy, innocent Carol ""Jeff"" Jeffries finds herself behind bars in a dark Philippine prison somewhere in the lush jungles of Manila. There, always under the thumb of the sadistic lesbian warden, Alabama, Jeff comes face-to-face with the cruel reality and the extreme conditions of the hellish jail, forced to endure daily humiliation and brutal torture. In the past, many have tried to escape Alabama's horrible purgatory; however, all have failed. Can Jeff and the dirty inmates of Devil's Island pull off a brazen prison break?Written byNick Riganas",movie
Wonder Women,1973,"Action, Horror, Sci-Fi","Dr. Tsu is a brilliant surgeon with her own exotic island off the coast of Manila. Using her sexy, all-girl army of martial-arts experts, Tsu kidnaps some of the world's greatest athletes. She is able to transplant any body part, so she uses the athletes for spare parts to sell to the world's richest men. Mike Harber is a womanizing, wise-cracking insurance investigator for Lloyd's of London sent to Manila to investigate the disappearance of a jai-alai player, and becomes involved with Dr. Tsu's mad mission.Written byMarty McKee <mmckee@soltec.net>",movie
Anak ng Macho Dancer,2021,Drama,"This is the story of Inno, the son of Pol, the original Macho Dancer.",movie
The Big Doll House,1971,"Action, Drama, Thriller","Thrown into a remote Philippine prison somewhere in the untamed jungles of Manila, Collier enters the all-female jail after her horrible crime. There, sharing the same squalid cell with the equally unfortunate inmates--the tough-as-nails lesbian leader, Grear; the cynical, Alcott; the heroin-addict, Harrad, and the rebellious cellmates, Ferina and Bodine--beautiful Collier will immediately catch the eye of the brutal guard, Lucian. But, life behind bars is hard, and amid daily humiliation, cat-fights, free sex, and torture, the desperate women concoct a daring escape plan. Will the lethal sextet of prisoners escape from the cage?Written byNick Riganas",movie
"Hello, Stranger",2020,"Comedy, Romance","Follows the unlikely relationship of Mico and Xavier while they navigate schoolwork in the middle of a pandemic as strangers, enemies, partners, friends, and much much more.",tv series
The House Arrest of Us,2020,"Comedy, Romance","A long-term couple finally decides to get engaged, and per Filipino pre-wedding tradition, the groom-to-be and his family go to his fiancée's family to settle the union. A series of unfortunate events follow as a pandemic hits, with the government suddenly implementing an Enhanced Community Quarantine. Now the would-be bride and groom, joined by their warring families, must live under one roof during a mandated lockdown.Written byiWantTFC",tv series
Raw Force,1982,"Adventure, Horror, Action","A group of martial arts students are en route to an island that supposedly is home to the ghosts of martial artists who have lost their honor. A Hitler lookalike and his gang are running a female slavery operation on the island as well. Soon, the two groups meet and all sorts of crazy things happen which include cannibal monks, piranhas, zombies, and more!Written byJosh Pasnak <chainsaw@intouch.bc.ca>",movie
Maria,2019,"Action, Crime, Drama","When a former BlackRose cartel assassin deliberately betrays them by refusing to complete her mission, the cartel orders her execution. Unbeknownst to them, she fakes her own death and is able to create a new life of her own. When the cartel discovers she is alive, the hunter becomes the hunted as she fights to get revenge on those who took her new life away from her.Written byBlackops studios asia",movie
Just a Stranger,2019,"Drama, Romance","A story of a woman and a man, half of her age being in love with each other despite the fact that they are both tied with someone else.",movie
Gaya sa pelikula,2020,Romance,"Karl, an architecture student moves into his uncle's unit, takes on odd jobs online and left short on funds. His neighbor Vlad hiding from his family proposes that they become housemates for the semestral break in exchange for rent.",tv series
Cuddle Weather,2019,"Drama, Romance","It was love at first sound when Adela Johnson (Sue Ramirez), an experienced prostitute, met Ram (RK Bagatsing), a newbie call boy, as they had loud paid sex separately in adjacent motel rooms. They came, they saw, they conquered, and they came again. Their mentor-mentee set-up seems like a dreamy porn film...until one of them begins to want more than just loveless lovemaking.",movie
www.XXX.com,2003,"Drama, Romance","A Filipino-American girl escapes the consequences of her State-side abortion by going back to her home country. With relatives not so happy to see her, Joanna tries to make sense of her life. However she is soon in the clutches of a smooth cybercafe owner who introduces her to WebDiva.Com. Joanna soon becomes their big money-maker, all the while starting up a tentative affair with Spike, a misguided hacker.",movie
U-Turn,2020,"Horror, Thriller","U-turn follows the life of Donna, (Kim Chiu) a junior reporter who covers an incident on an abandoned highway where some people allegedly make an illegal u-turn. Strange things start to happen everyday as our protagonist slowly uncovers each insidious mystery.Written bymigzcuad",movie
BuyBust,2018,"Action, Crime, Thriller","After surviving the slaughter of her entire squad in a drug raid compromised by dirty cops, anti-narcotics special operative Nina Manigan (Anne Curtis), is eager to go head-to-head with the drug cartels that hold a bloody grip on Manila. But when her new mission in the city's most dangerous slum goes south, the angry civilians turn on her squad. Trapped between a brutal drug gang and hordes of bloodthirsty citizens, their only option is to fight their way out, turning one claustrophobic street at a time into a symphony of apocalyptic violence.",movie
Adan,2019,"Drama, Thriller",A farmer's daughter enlists the help of her best friend to escape the clutches of her father and lonely life in the barren rice fields of her youth - their friendship deepening into a sexually charged romance and threatened by secrets that could end the two women's love affair.,movie
Gameboys,2020,Romance,Cairo is raring for a rematch after his sudden defeat in a popular mobile game. But his opponent Gavreel wants something in return.,tv series
The Panti Sisters,2019,Comedy,Three gay sons are called back by their estranged and terminally-ill father and given an offer they can't refuse: a P300 million inheritance in exchange for each of them giving him a grandchild.,movie
Must Be... Love,2013,"Comedy, Romance","Patricia, a tomboyish teenage girl who fell in love with her childhood best friend, Ivan. But Ivan sees her only as his best friend, and he fell in love with Patricia's cousin, Angel. Rather than her. Will Ivan fall in love with Patricia or they will be remain best friends forever?Written byluigin teofilo",movie
Wheels of Fire,1985,"Action, Adventure, Sci-Fi","In a postapocalyptic future, a ruthless vehicular gang called the Highway Warriors is conquering the wasteland through murder and plunder. During a raid, they kidnap the sister of a road warrior named Trace. He brings hell down upon them.",movie
Watch List,2019,"Crime, Drama, Thriller","After her husband is mysteriously killed in the drug wars of the Philippines, a widowed mother of three must confront her own darkness to protect her children from further harm.",movie
"Paglaki ko, gusto kong maging pornstar",2021,Comedy,"A group consisted of four former porn actresses: Maui Taylor, Rosanna Roces, Alma Moreno, and Ara Mina are gathered together to teach the teen actresses to become a full-fledged porn star. Their project will receive a huge amount of cash each of the actresses to be launched in the said industry.",movie
Sex Drive,2003,"Adventure, Comedy",A 'sexperienced' fashion photographer and a broken-hearted fashion model take on a journey of fun and sex going to Sagada. Along the way they pick up an amnesia-hit guy starting a chain of conflicts.,movie
Always Be My Maybe,2016,Romance,"Jake del Mundo (Gerald Anderson) gets rejected by his long-time girlfriend when he proposed to marry him. Tin-Tin Paraiso (Arci Muñoz) ends her ""NO LABELS"" relationship with a guy when she learned that after 3 years of being non-committal to her, he finally started an official relationship with someone else. The two of them meet in a beach resort where their broken hearts draw them to each other. And one date after another, they learn about each other's views on love, commitment and relationships until they find themselves in a limbo. Will Jake muster the courage to finally DTR aka ""Define Their Relationship""? Will Tin-Tin get past the no labels phase and finally make this new relationship official? In this day and age of much available options and fleeting relationships, how do we assure love's certainty? When did we ever stop choosing a Yes or No and start falling in love with a MAYBE?",movie
Manila in the Claws of Light,1975,"Drama, Mystery","Julio Madiaga, a simple fisherman from the province, travels to Manila to find Ligaya, the woman he loves, after she went away with a mysterious woman promising a better future in the City. When he arrives, he becomes immersed in the city lifestyle and gets involved with its inhabitants experiencing extreme poverty, hard luck, and the overbearing need to grind for daily sustention. While Julio relentlessly searches for Ligaya, the city changes him little by little, becoming like an animal doomed to live only for survival in a wild jungle with no way out.Written byTerrence16",movie
F#*@bois,2019,Drama,Ace (23) and Miko (17) desperately want to become famous actors but it seems the universe has a different plan for their lives.,movie
On the Wings of Love,2015,"Comedy, Drama, Romance","A romantic comedy that centers around two very different people - Leah, a simple girl with an American dream; and Clark, a boy living his American life - who are forced to marry in order to legally stay and continue working in the United States.",tv series
Can't Help Falling in Love,2017,"Comedy, Drama, Romance","Two strangers, Gab and Dos, got tangled in fate when they accidentally got married. How? Why? When? Where? And - what?. Will Dos heed Gab's request of agreeing to an annulment (as soon as possible, take note!)? Will the process be that easy or something will get in the way?Written bysegue123",movie
My Neighbor's Wife,2011,Drama,"This Filipino story is about two couples who are best friends and the emotional ups and downs they go through when faced with marital infidelity. In a nutshell, conflict ensues when Jasmine decides to break up with her husband Bullet because of his one night stand with Giselle, a mistake that also rips apart Giselle's marriage with Aaron. This story tackles what happens when couples break up.",movie
The Hows of Us,2018,"Drama, Romance","Story of couple Primo (Daniel Padilla) and George (Kathryn Bernardo) who are in a long-term relationship and are already building and planning their future together. Their love will be put to the test as their relationship faces hurdles - from misunderstandings to different career paths, among others. How will they save their ""us""?",movie
TNT Jackson,1974,Action,"Her name is Diana Jackson, but you can call her T.N.T. When T.N.T.'s brother is killed by ruthless drug dealers, the beautiful young karate expert goes to the most dangerous part of Chinatown to find the killer. In trouble with the law since she was 13, T.N.T. wants no help from the pigs; but she does befriend a Chinaman named Joe, whose impressive martial arts skills prove useful more than once. In her quest for the killer, she'll meet the white drug lord, Sid; Elaine, his bitchy girlfriend; his suspicious Chinese assistant, Ming; and Charlie, his handsome black assistant with criminal ambitions of his own. Before her search is over, she'll find herself making love to Charlie, trading insults with Elaine, and fighting criminals while nude and in the dark. Just call her T.N.T.Written byJ. Spurlin",movie
The Mistress,2012,Drama,A young woman is torn between the affections of her two lovers.One is a young bachelor who brings passion into her life. The other is a married man who has kept her as his mistress for years.,movie
Stryker,1983,"Action, Sci-Fi","The world's water supply has dried up due to some sort of apocalypse. A beautiful woman holds the secret to where one of the last springs being guarded by a group of Amazons. A ""Road Warrior"" like crew captures her and tries to make her talk through brutal torture. The hero (Styrker) unites with some of the remaining ""good guys"" and the Amazons and frees the woman. They go on to a ""Road Warrior"" type of concluding battle with the bad guys.Written byPaul Sakamoto <garand@earthlink.net>",movie
Ang babaeng humayo,2016,Drama,"After 30 years of wrongful imprisonment, a woman plans to take revenge on her former lover.",movie
"Hello, Love, Goodbye",2019,"Drama, Romance","The film centers on the love story of Joy (Bernardo) and Ethan (Richards), Filipino workers based in Hong Kong. Ethan, a bartender, is keen on romantically pursuing Joy, a domestic helper who is wholly dedicated to providing for her family.Written byWikipedia",movie
Dahil mahal na mahal kita,1998,"Drama, Romance",,movie
Rigodon,2012,Drama,Sarah who just got out in a failed relationship. Finds a man named Riki who is a product of a reality show and currently finding his way to the top. The two develop a relationship which benefits each others needs.,movie
Beyond Atlantis,1973,"Action, Adventure, Fantasy",A band of adventurers invade a native island determined to grab a reported fortune in buried treasure. The islanders are just as determined to keep their sacred treasure. Complications ensue.,movie
Got 2 Believe,2002,Romance,"Tony (Claudine Barretto) is woman desperate to find love. She meets Lawrence (Rico Yan), a photographer, who offers her to help find the man of her dreams. Together, they will discover the real meaning of ""True Love"".",movie
"Isa pa, with feelings",2019,"Comedy, Romance","It is a Filipino romantic-comedy film directed by Prime Cruz. Maine Mendoza stars as the aspiring, young architect, Mara Navarro. Carlo Aquino co-leads as Gali Pastrano, her deaf neighbor and sign language teacher. The two develop a friendship that buds into romantic feelings for each other. But, how will they settle their differences when they are unable to communicate?",movie
Metamorphosis,2019,"Horror, Thriller",An evil spirit that changes faces infiltrates one family placing one brother in danger while the other tries to save him.,movie
Quezon's Game,2018,"Drama, History","In 1938, Philippine President Manuel L. Quezon agrees to welcome Jewish refugees from Germany in the Philippines.",movie
My Ex and Whys,2017,Drama,"Cali (Liza Soberano) dreams of becoming a social media influencer and owns a blog-on-the-rise called The Bakit List (The Why List). When an exchange with a user, @DahilListBoy goes viral she decides to meet him, and she later realises that it is her ex-boyfriend, Gio (Enrique Gil) who wants to get her back.Written bysybil11",movie
The Twilight People,1972,"Adventure, Horror, Sci-Fi","A scientist kidnaps a man and transports him to an island, intent on turning him into a super-being. The man obviously doesn't like this idea, so he tries to escape with the help of the scientist's daughter and a band of half-human, half-animal creatures.Written byDemian Katz <katz@netaxs.com>",movie
Macho Dancer,1988,Drama,"Abandoned by his American lover, a handsome teenager from the mountains journeys to Manila in an effort to support his family. With a popular call boy as his mentor, Paul enters the glittering world of male strippers, prostitution, drugs, sexual slavery, police corruption and murder. Teeming with sex and Asian beefcake, Macho Dancer is a searing indictment of the hypocrisy and police corruption rampant under both the Marcos and Aquino regimes.Written byStrand releasing <strand@strandreleasing.com>",movie
Insiang,1976,Drama,"Trapped in the slums, Insiang finds living with her disapproving, sharp-tongued mother, Tonya, trying. Tonya, having long ago been abandoned by her husband, takes her bitterness out on those around her. In a fit of anger, she finally throws out her husband's relatives who have been living with her, but it's not for the sake of their not bringing in money anymore, which it seems on the surface. She's making way for her boyfriend, Dado, to move in. Dado, the town bully, is young enough to be her son, and this new living situation becomes the talk of the town. It isn't long before he forces himself upon Insiang. Tonya is at first outraged but soon takes Dado's side and blames her daughter for her own rape. Insiang leaves home to seek support and solace from her ardent would-be boyfriend Bebot, but he proves to be another Lothario as well. Forced to return home, Insiang turns this inescapable situation upon itself to exact revenge.Written bystatmanjeff",movie
Ipaglaban mo,2014,"Crime, Drama, Thriller","ABS-CBN's long-running crime drama series that tackles all of the criminal cases from the Supreme Court and Court of Appeals. Crimes, interrogations, confrontations, and court scenes are the points of the program. Hosted by Atty. Jose C. Sison and his son Jopet Sison to narrate the criminal cases of the people.Written byEdmund Nishikata",tv series
Just the Way You Are,2015,"Drama, Romance","When Drake lost in a bet, his best friend wanted him to court a girl in a month and ask her to be his girlfriend. After she said, ""Yes"", he will tell her that he doesn't love her and all that happened between them was a game. But what if Sophia, the girl his best friend chose, is clever than they think she is? What will happen if she knows something about their pretty little secret?Written byilurvbooks",movie
Mula sa kung ano ang noon,2014,Drama,"The Philippines, 1972. Mysterious things are happening in a remote barrio. Wails are heard from the forest, cows are hacked to death, a man is found bleeding to death at the crossroad and houses are burned. Ferdinand E. Marcos announces Proclamation No. 1081 putting the entire country under Martial Law.Written byWorld Premieres Film Festival",movie
Dead Kids,2019,Thriller,"Tired of being tormented by popular rich kid Chuck Santos, the boys hatch a plot to kidnap the bully and demand a sizable ransom from his drug lord father. Once their nefarious plan gets going though, they realize how much they were in over their heads",movie
Krocodylus,2000,"Action, Adventure, Comedy","A pair of entrepreneurs with more bravery than brains hit upon the idea of blood surfing: spreading chum in the water in order to attract sharks, then hopping on a surfboard and riding through the middle of the pack. As they're filming their promotional documentary, the fun gets interrupted by a thirty-foot long salt water crocodile that begins snacking on everyone in the expedition. Will any of them make it back to civilization?Written byJean-Marc Rocher <rocher@fiberbit.net>",video movie
Four Sisters and a Wedding,2013,"Comedy, Drama","Four sisters try to stop the wedding of their younger brother and in doing so, all discover resentments among each other.",movie
Quaranthings,2020,Romance,A Filipino (Pinoy) boys' love (BL) series about finding love in the time of quarantine.,tv series
Block Z,2020,"Action, Horror, Thriller","A pre-med student and her friends encounter the death of a patient that exhibited symptoms of rabies. They are soon faced with an even bigger problem as their patient comes back from the dead and infects the people on campus, causing a lockdown and trapping the students inside.Written byStar Cinema",movie
The Boy Foretold by the Stars,2020,Romance,"The Boy Foretold By The Stars is a romantic comedy movie about two senior high school boys, who thru help of a fortune-teller, find each other at an optional school retreat called Journey with the Lord.",movie
Salo,2011,"Drama, Romance","Rene (Paolo Rivero) is supporting his ailing grandmother by running the family business. His grandmother's friend is constantly trying to set him up with various women, hoping that he'll finally settle down. What she doesn't know is that Rene is gay and that he's in love with his driver, Levi (Kristoffer King). Rene is far too shy and reserved to ever admit his love, but one weekend, his inhibitions go away as he takes a trip to the seaside with his beloved driver, who might be hiding a secret of his own. When they return to the city, neither is prepared to deal with the consequences of his actions.Written byK. D. H.",video movie
"Kalel, 15",2019,Drama,"The film addresses several issues at the same time: the stigma surrounding HIV, the carelessness of the youth in the Philippines when it comes to sex, the heavy-weight consequences of growing up with a troubled parent and the Christian double moral.",movie
Descendants of the Sun,2020,Drama,"From the very beginning, their relationship was off to a rocky start. As part of the Armed Forces of the Philippines Special Forces, Lucas is always sent off to various missions that last from days to weeks. And with shifts as long and as busy as Maxine's, the right timing was never on their side. She tries to distance herself from him and his dangerous job, but instead finds herself unable to resist him. One disaster after another befalls upon them, but their love stands stronger than anything that comes their way.",tv series
Nightshift,2020,Horror,A young woman is stuck in the morgue - on her first day - working as an assistant to a pathologist when the dead begin to manifest signs of resurrection.,movie
Demon of Paradise,1987,"Horror, Thriller","Hunters become the hunted when illegal dynamite disturbs the ageold slumber of a carnivorous lizardman. Resort owner Angela, joins forces with Sheriff Keefer to save tourists from the beast's path of death.Written byConcorde - New Horizons (with permission).",movie
Fan Girl,2020,Drama,"Fan Girl is about a fanatical Paulo Avelino fan (newcomer Charlie Dizon) who meets her onscreen idol (played by himself) in less than ideal circumstances after stowing away in the back of his pickup truck. As you'd expect, the young stan finds out he isn't quite the perfect man when nobody's watching.",movie
Elise,2019,Romance,Bert is quick-witted but an emotional guy who falls in love with Elise who is a strong and independent woman. They separated to pursue their studies only to meet again when they grow up.,movie
Nene,1998,Drama,,movie
Nilalang,2015,"Action, Crime, Horror","NBI special crimes division agent Tony (Cesar Montano) encounters an evil entity which is bent on killing and torturing beautiful women, one of which was his girlfriend, years after he have thought to have killed the malevolent spirit. People close to Tony is in danger including his partner Jane (Meg Imperial), who has romantic interest towards him with everyone in the agency aware of this fact except for Tony. The spirit, who has killed many people in Japan, is thought to be targeting women from a certain clan of samurai. In Manila, Miyuki (Maria Ozawa) takes care of the family business while her younger sister is taking care of their aging father. Miyuki is later forced to help in the investigation regarding the murders after Akane went missing and their father was found dead to put of stop to the evil entity's killing spree.",movie
Aswang,2019,Documentary,"When Rodrigo Duterte is voted president of the Philippines, he sets in motion a machinery of death to execute suspected drug dealers, users, and small time street criminals. ASWANG follows people whose lives entwine with the growing violence.",movie
I Do? I Die! (D'yos ko day),1997,Comedy,,movie
Death Force,1978,"Action, Crime, Drama","After being left for dead, the man is rescued by two Japanese soldiers, living on a remote island, who teach him the ways of the samurai. Upon returning to the USA, he quickly exacts a bloody revenge on his tormentors and reunite with his wife and son.",movie
Liberated,2003,Drama,A sexually liberated young woman falls in love with the beau of her morally-inclined best friend.,movie
Hindi ko kayang iwan ka,2018,Drama,"'Hindi Ko Kayang Iwan Ka' follows the life of Thea Balagtas. After marrying Marco and raising their fraternal twins together, her blissful life shatters when she tests positive for HIV. Without knowing who she got it from, Marco is led to believe that she cheated on him and files for legal separation, taking their kids with him. Her disease worsens and she loses her will to live. But when she unexpectedly meets her daughter a few years later, she finds it in herself to fight more than just HIV--her greatest opponent, herself.",tv series
Make It with You,2020,"Drama, Romance","Two different individuals who, despite having different priorities in life, found love in each other. But after series of encounter, they will have to decide whether it's a love worth choosing.",tv series
Goyo: Ang batang heneral,2018,"Action, Biography, History","The story of Gregorio 'Goyo' del Pilar, one of the youngest Generals during the Philippine-American War who fought in the historic Battle of Tirad Pass.",movie
First Love,2018,"Drama, Romance","In what appears to be a serendipitous encounter upon saving the life of a stranger, the calculated and reserved businessman Nick meets the impulsive and optimistic photographer Ali, who believes in destiny and carpe diem, or seizing the day. Nick, who seeks closure for his past mistakes, is drawn towards Ali's spirit and vigor. Despite living with a congenital heart disease and being on the wait-list for a heart transplant, Ali continues to be hopeful about her future. Ali challenges Nick to seize every moment of his life before it's too late. Meanwhile, Nick finds a way to give Ali a new lease on life - even if it means risking one's life and their love for each other.Written byStar Cinema",movie
Forevermore,2014,"Drama, Romance","Xander, the rebellious and irresponsible unico hijo of a hotel magnate, and the feisty and hardworking Strawberry Jam Queen of La Trinidad, Benguet, Agnes. Xander and Agnes' extraordinary relationship starts after an intoxicated Xander crash lands his parachute into a strawberry truck. To teach him a lesson, his parents made him pay for the damages he caused by making him work at the strawberry farm under the guidance of Agnes and other strawberry farmers.",tv series
She's Dating the Gangster,2014,"Comedy, Drama, Romance","It all started when 17-year-old Athena Dizon unwittingly plays a trick on resident heartthrob and bad boy, Kenji de los Reyes. All of a sudden, she finds herself pretending-unwillingly at that-to be his girlfriend to make his ex jealous. Now, not only does she have to deal with dirty looks from the girls in school who want Kenji for themselves, but her supposed boyfriend is getting on her nerves. He's hotheaded, never seems to agree with her on anything-and everything about him screams gangster.Written byAnonymous",movie
"I Love You, Hater",2018,Comedy,"Joko (Joshua Garcia) is a boy trying to help his family survive, while Zoey (Julia Barretto) is a girl hoping to prove herself to the world. Opportunity rises when Sasha (Kris Aquino) is looking to hire a new personal assistant. Just one catch - they have to compete against each other. Will their own goals prevail, or will they set aside their differences and find true happiness and love in the end?",movie
Malamaya,2019,"Drama, Romance","Malamaya is a coming-of-old age story of Nora Simeon, a middle-aged single visual artist who is beginning to feel passé. As she recaptures her prime, she finds spark with Migs, an aspiring photographer who reignites forgotten passions and elicits bursts of inspiration. As she embarks on a May-December love affair, Nora fails to notice how he invades her art and senses; and eventually, her art and body.",movie
Sana maulit muli,1995,"Drama, Romance","Agnes (Lea Salonga), a painfully shy girl, is extremely devoted and dependent on her confident and free-spirited boyfriend Jerry (Aga Muhlach), an idealistic advertising executive. Their differences strengthen their relationship. Agnes then gets petitioned by her absentee mother based in California. As Agnes flies abroad, she finds herself struggling to survive in the US. Everything seems difficult for her, especially because Jerry is not with her. Meanwhile, Jerry spends the days without Agnes guiding his career and develops another relationship with Cynthia (Cherry Pie Picache). Their long distance relationship is weakened until Agnes and Jerry fall apart. In the long run, Agnes learns to cope with the fast-paced lifestyle in the US- she gets a new place, car, and attitude. She becomes totally independent, almost emotionless. One day, Jerry is assigned to join an ad conference in New York. He pays a visit to Agnes with the hopes of winning her back. Will Jerry's visit to the United ...",movie
Through Night and Day,2018,"Comedy, Romance",Ben and Jen's relationship is put to test as they embark on a trip of a lifetime to Jen's lifelong dream destination - Iceland.,movie
Si Chedeng at si Apple,2017,Comedy,"In the wake of her husband's death, Chedeng, 66, decides to come out of the closet. Her best friend Apple, 63, beheads her live-in partner in a fit of rage. Bound by friendship, the two elderly women, together with the severed head placed inside a Louis Vuitton bag, set off an adventure to find Chedeng's ex-girlfriend.",movie
Between Maybes,2019,"Drama, Romance","Louie Puyat has been living a solitary life in Saga, Japan until has-been actress Hazel Ilagan arrives. They develop a functional relationship where Louie checks on Hazel during her vacation. Amidst the isolation, the two lost souls find comfort in each other.",movie
Unforgettable,2019,Drama,"Jasmine takes her newfound doggy friend Happy on a long journey to her sick grandmother in Baguio. The two walk an incredible distance, face all kinds of challenges, run into many strangers and help them along the way. Her grandmother had been ill once and then a dog helped her to recover - maybe this time Happy the one.Written byFAMASIYA",movie
Ben X Jim,2020,Romance,"Benjamin lives alone, with his family living in America pressuring him to move there with him. He learns his old neighbor and childhood friend, Jimson, is moving back home to spend Enhanced Quarantine with his family. BenXJim follows the story of two people who turn from strangers, to friends, to lovers, back to strangers with memories.",tv series
#ParangNormal Activity,2015,Horror,Three nerdy boys meet one pretty ghost girl. Which cause a funny-scary-adventure happenings in their lives.,tv series
Blind Side,2008,"Short, Crime, Drama","A young playboy beds his sexy officemate, only to discover she has an equally delectable younger sister. The catch: little sis just recently lost her sight (and her boyfriend) in a car crash. The upside: she walks around in the nude thinking she's all alone in the house with big sis.Written byanimal",video movie
Vince & Kath & James,2016,Romance,"Senior engineering student Vince has a crush on go-getter and fellow engineering student Kath. Just as when he's about to confess his feelings for her, his cousin and basketball varsity player James begs to build him up on Kath by pretending to be the secret admirer 'Var' through text message. As he becomes James' secret wingman, Vince struggles to restrain his own feelings for Kath. However, as Kath gets to know Vince during internship, she increasingly feels the genuine connection with him -- the same connection she had felt with 'Var'. In this young love triangle filled with filters, will the three of them ever find genuine love they deserve?Written bycharlesmagpili",movie
Kuwaresma,2019,"Horror, Thriller",A family is haunted by what appears to be the ghost of their youngest daughter.,movie
Never Not Love You,2018,"Drama, Romance",It tells the story of young lovers who tries to build a life together until career opportunities sends them to a different country where their relationship will be tested.,movie
"Norte, hangganan ng kasaysayan",2013,"Crime, Drama","The lives of three people take a turn when one of them commits a crime: Joaquin is failing miserably at providing for his family. When his loan-shark Magda gets murdered, the crime is pinned on him. Misery and solitude transform him in prison. Left to fend for the family after a serious leg injury, his wife Eliza pours all of her strength to battling with despair and eking out a living for their two children. The real perpetrator, Fabian, a hothead student who holds forth on the subject of atheism and anarchism to his long-suffering friends roams free. His disillusionment with his country-its history of revolutions marred by betrayal and crimes unpunished-drives him to the edge of sanity.Written byErasto Films",movie
Amo,2017,Crime,"Set amidst the height of the Philippine government's crackdown on illegal drugs, high school student Joseph gets tangled up in the chaotic underworld of drugs and corruption.",tv mini series
Tanging yaman,2000,"Drama, Family",The decision of three siblings to sell their ailing mother's property causes deeply burried resentment to resurface as each of them also faces difficulties within their own families.,movie
Everything About Her,2016,"Comedy, Drama","A powerful and strong-willed business magnate, played by the incomparable, multi-awarded thespian, Vilma Santos, seems to have it all--money, fame, power. When she finds out that she is gravely ill, she meets similarly strong-willed caregiver, Angel Locsin. Their relationship is further complicated by the estranged relationship that Santos shares with her own child, Xian Lim. These three main characters engage in a beautiful story of acceptance, love and forgiveness.Written byJMalvas",movie
El filibusterismo,1962,"Action, Drama","Juan Crisostomo Ibarra has changed his name and identity to a rich jeweler named Simoun. In disguise, he travels the world amassing wealth, which he intends to use to topple the corrupt and abusive regime in his native land. But Simoun's real motive is personal. He wants to rescue his beloved, Maria Clara, from the convent and avenge the death of his father. In a forest on Christmas Eve, Basilio, a medical student recognizes Simoun's true identity as the man who helped bury his mother Sisa more than ten years before, under a tree. Simoun is in the forest to retrieve the gems he buried near Sisa's grave. As the film progresses, all the secrets and intrigues are revealed, and the plotters' plan fails. A good Filipino priest throws Simoun's jewels away, thereby eliminating the greed, violence and other evils they might have provoked.Written byAti atihan - Mother of All Philippine Festivals",movie
