Title,Director,Year,Plot,Genre
"Shake, Rattle & Roll X","Topel Lee, Michael Tuviera",2008.0,"Shake Rattle & Roll X opens the curtains of the first episode: Emergency. JC De Vera and Roxanne Guinoo head the cast as Jay and Dr. Sarah respectively. Here, they will face the wrath of the aswangs which will be led by the cast of Cinemalaya Best Actress Mylene Dizon and Gawad Urian awardee Wendell Ramos. Also with them are Janus Del Prado, Eri Neeman, Denise Laurel, John Lapus and Mr. Cris Daluz. After tasting the tense of the first episode, Director Topel Lee brings us the second spine-chilling episode: the Class Picture. For the first time, the cast will be led by the famous loveteam of the generation: Kim Chiu and Gerald Anderson. With them is Ms. Jean Garcia who will play the antagonist, Sis. Maria Belonia. Along with them are Eda Nolan, Nina Jose, Prince Stefan, Charles Christianson, IC Mendoza, Andrea Torres, Stef Prescott and Erich Gonzales. Shake Rattle & Roll X concludes in this episode brought to you by Director Michael Tuviera: Nieves. Named after its protagonist, Nieves, it tells about the life story of an engkanto slayer named Nieves. For her debut Shake Rattle & Roll, Marian Rivera plays as the cool but fierce engkantolarya. Her trainees, Junie and Kaysee, will be played by child actor Robert ""Buboy"" Villar and Jennica Garcia, daughter of Jean Garcia. Along with them are Desiree Del Valle, Mart Escudero, Marco Alcaraz, Iwa Moto, Luis Alandy, Ms. Malou Crisologo, Mike ""Pekto"" Nacua and Diana Zubiri who plays as the antagontist, Acacia.::ledster","Comedy, Drama, Fantasy, Horror"
Supahpapalicious,Gilbert Perez,2008.0,"Adonis (Vhong Navarro) falls in love with Athena (Valerie Concepcion) a single mother. Her son Atong (Makisig Morales) plays a big role in who his mom dates. To win over her son Adonis introduces Atong to his big loving family. The problem is, Adonis doesn't actually have a family as he grew up as an orphan. Will Athena and Atong find out he lied? Supahpapalicious is a Filipino Star Cinema film.",Comedy
When Love Begins,Jose Javier Reyes,2008.0,"Ben (Aga Muhlach) an environmental lawyer and serial dater meets Michelle (Anne Curtis), a daughter of a successful real estate developer. Their casual relationship turns problematic when they are on different pages on their exclusivity. Things get even worse when his environmental group fights Michelle's dad's important real estate project. When Love Begins, a Filipino film from Star Cinema.","Drama, Romance"
Agaton & Mindy,Peque Gallaga,2009.0,,Drama
Ang Darling Kong Aswang,Tony Y. Reyes,2009.0,"A man meets the girl of his dreams, only to discover that she's an monster. It isn't long before he gets caught in a conflict with an entire gang of monsters, as they fight over the fate of the young maiden.",Comedy
Ang Panday,Topel Lee,2009.0,"Long ago, the evil wizard Lizardo (Phillip Salvador) sent an army of monsters to subjugate the land and its people. Lizardo succeeded, but a prophecy tells of a comet that will fall to Earth, and a man who will wield a weapon that will free the people from Lizardo's tyranny. Flavio (Bong Revilla Jr.) is a blacksmith content with living a quiet, uneventful life in a town mostly untouched by Lizardo's evil. But when the comet of prophecy lands on the outskirts of town, Flavio's destiny is immediately made clear. Around the peace-loving but brave Flavio. His arch-enemy Lizardo attempts to ruin the peace and harmony of their dwelling place, affecting the inhabitants. Moreover, the evil warlord challenges Flavio by capturing his beautiful lady love Maria (Iza Calzado). A series of events take place, bringing the blacksmith (panday) at the forefront of a full-blown war against Lizardo's troops.::ledster","Action, Adventure, Comedy, Drama, Fantasy"
And I Love You So,Lauren Dyogi,2009.0,"Lara (Bea Alonzo) is a grieving widow after her husband (Derek Ramsay) of only 5 months dies suddenly. In a bout to keep the preschool she owns, she rents out her condo to Chris (Sam Milby) who is also grieving a past relationship that left him in shambles when he catches his girlfriend cheating on him. ""And I Love You So"" is a Filipino romantic drama film from Star Cinema.","Drama, Romance"
Aurora,Adolfo Alix Jr,2009.0,,
Bente,Mel Chionglo,2009.0,,"Drama, Thriller"
BFF: Best Friends Forever,Wenn V. Deramas,2009.0,Two women who are polar opposites end up forming a close friendship as they help each other out with the problems in their lives. But their friendship is tested when they realize that they're in love with the same man.,Comedy
Booking,,2009.0,,Drama
Butas,Bong Ramos,2009.0,A forbidden affair of a married sluttish girl named Maya and an equally promiscuous police officer named Virgo. They meet in an abandoned house not far from the city and undertake the forbidden act of sexual congress. Little did they know that Maya's husband Jake is nearby waiting for an opportunity to kill the lover of his wife.,Drama
Big Night,,2009.0,"A group of male and female prostitutes prepare for a big event happening at a shady club where audiences will come to watch them perform sexual acts on stage. As the big night looms, they begin to feel the consequences of their profession.::Ulf Kjell Gür",Drama
Ded Na Si Lolo,Soxie Topacio,2009.0,"A large family with lots of issues gather together to mourn the death of the family patriarch. But getting in the way of their genuine grief are a bunch of superstitions about the dead, and the family's inability to deal with their issues in a civilized way.::ledster",Comedy
Hilot,"Neil ""Buboy"" Tan",2009.0,,Drama
Independencia,Raya Martin,2009.0,"Mimicking early silent films, Independencia creates a lush metaphor that plays with cinematic illusions and the cultural and mythical history of the Philippines.::Anonymous",Drama
"I Love You, Goodbye",Laurice Guillen,2009.0,"Lizelle Jimenez, a simple woman, caught in between Adrian, the man who showers her with love and wealth, and Gary, the man who lets her experience love and freedom. Who will Lizelle choose?",Drama
In My Life,Olivia Lamasan,2009.0,"Shirley Templo (Vilma Santos-Recto) is a ruthless woman. Many people deal with her strong attitude only for fear of her cold stare, or her outlash. She works as a librarian in a school, and lives in a compound that is owned by her ex-husband, Benito Salvacion (Tirso Cruz III). Many of the Salvacion family members that live near the compound, even including her eldest daughter, Dang (Dimples Romana), plead with her to sell it so they can make a profit, and she can move to a more suitable living area.::Subrat Jain","Comedy, Drama"
Isang Araw Lang,Daniel Razon,2009.0,The film is about a good jeepney driver and how he continues to inspire the people in his community to do good despite all the odds.::Anonymous,"Action, Comedy, Drama, Family, Mystery"
Isang Lahi,J.P. Tanchanco,2009.0,"How does one live a happy life? This innovative docu-drama film shows us how we can. Inspired by the principles from the internationally-acclaimed and best-selling book and documentary feature, ""The Secret,"" Isang Lahi: Pearls From The Orient features five documentarists on a journey around the Philippine archipelago in search of the answer to happiness. The documentarists travel across the islands covering the picturesque country while discovering the lives of its inhabitants. They encounter different Filipinos from all walks of life: from the bare-breasted tribes of the south to the century old farmers and bolo-men of the north, the mystical sect leaders and quack doctors to the religious nuns and priests, the rebel Muslims to the Philippine Marines, the poverty stricken communities to the successful businessmen, indigenous groups and many more - interviewing them about their beliefs and concepts in life. Along the way they met those who are stricken with hopelessness and some who triumphed in their pursuit of happiness personifying the major areas of life that affect and reflect happiness: HEALTH, WEALTH, SUCCESS, and LOVE. The triumphant stories are dramatized into 4 mini-drama movies portrayed by the Philippines' leading multi-awarded FILM and TV personalities. Finally, Filipino icon-experts from various fields prominent both locally and globally shed light on the principles lived and applied by these examples rendering the film educational. Isang Lahi: Pearls From The Orient is a fun and inspirational treat made to touch the hearts of all people from all races and all ages through a colorful journey towards something that everyone is in search for ... happiness!::Tanchanco Trimedia Productions","Documentary, Adventure, Family"
Kamoteng Kahoy,Maryo J. delos Reyes,2009.0,"Description This is a true story which happened in a small town in Bohol in 2005. Twenty one pupils died and almost a hundred were hospitalized after eating cassava cakes sold by an old woman, who might have accidentally used pesticide in her ingredients. She has been selling cassava cakes in that school and has a loving relationship with the children. The film follows a town's journey from painful trauma towards healing through the inter cutting points of view of two of the child survivors, and the old woman vendor. The two child survivors, in their own beguiling yet perceptive ways, slowly learn the issued of crime, prejudice and compassion as they develop friendship and accept their loss. The old woman, who is ostracized and condemned by the entire town, even by her own family, finally makes sense of the whole tragic thing and takes matters into her own hands. Answers don't come easy, but in the end redemption arrives for every soul in this town in the form of a final climactic event.::serwagen-21201",Drama
KimmyDora,Joyce Bernal,2009.0,"Kimmy and Dora Go Dong Hae, who are identical twin sisters, cannot be anymore different from each other. Life turns out to be even more complicated as the twins become rivals both in life and in love.::KD","Comedy, Romance"
Kinatay,Brillante Mendoza,2009.0,"A young man tries to make some money so he can marry his girlfriend. He takes a job for $2,000 and then soon realizes that this job involves killing a woman.::IMDb editor","Crime, Drama, Horror, Thriller"
Litsonero,Lore Reyes,2009.0,,Drama
Love Me Again,Rory B. Quintos,2009.0,,
Love on Line,Tony Reyes,2009.0,"Tot(Jose Manalo) spends a lot of time using BookFace, a social networking site wherein he has high hopes of finding the girl of his dreams. This is where he becomes friends with Paula(Paula Taylor), a girl from Bangkok vacationing in the Philippines. Unknown to Tot though that it is not actually Paula who he is socializing with but her ugly cousin played by Manilyn Reynes. They agree to meet up in person but the catch is Tot used SamsonâEUR(TM)s(Vic Sotto) profile picture. Samson agrees to go with Tot to meet Paula but Samson becomes attracted to her that he does not want to reveal the truth. Things get complicated when Tot uses magic that makes him and Samson switch bodies three hours a day from 6PM to 9PM.::Fantastik green","Comedy, Fantasy, Romance"
Manila,"Adolfo Alix Jr., Raya Martin",2009.0,A tribute to filmmakers and National Artists Lino Brocka and Ishmael Bernal.::IMDb editor,Drama
Mano Po 6: A Mother's Love,Joel Lamangan,2009.0,"A half-Chinese, half-Filipino mother who's struggled most of her life to be accepted by her husband's family tries to reconnect with a daughter she left in the care of her sister-in-law. But the daughter believes she was abandoned, and the sister-in-law has kept a grudge against her, making things a lot more complicated.",Drama
"Nobody, Nobody But... Juan",Enrico S. Quizon,2009.0,"An old man living in a nursing home in the States finds joy in watching a Filipino afternoon variety show on cable. His secret wish is to use the variety show to reconnect with an old love, but his cynical son is standing in his way.",Comedy
Nandito Ako Nagmamahal Sa'Yo,Maryo J. delos Reyes,2009.0,"Tata went back to his hometown, Bohol with his mother from their poor life in Quiapo. He suddenly realize that his father is still alive. He fell in love with the girl he met named Stephanie who is about to get married to his stepbrother named Prince.","Drama, Romance"
"OMG (Oh, My Girl!)",Dante Nico Garcia,2009.0,,"Comedy, Romance"
Padre de Pamilya,Cesar E. Buendia,2009.0,,"Drama, Family"
Padyak,Aloy Adlawan,2009.0,"Noel is a young man who puts his dreams of college on hold to take over his father's pedicab route. While his mother constantly tells him that luck will eventually save them, Noel tries to save up what meager earnings he gets. But his passengers often take advantage of his naivete, leaving him with little to show for his suffering. To make things worse, the people around him seem to be falling into tragedy after another, making him question his purpose in life.",Drama
Pakpak,Francis Posadas,2009.0,I want to use it.. i want to swe rhis movie...,Drama
Pasang Krus,"Neal ""Buboy"" Tan",2009.0,"Herminia, a woman heavy with child, with her four chikdren in tow witnesses her husband being forcibly taken, tortured and murdered by henchmen of an unscrupulous, land-grabbing politician due to disputes in land ownership. After being hunted down by these henchmen, they flee their hometown and in the process, Herminia's eldest son and only daughter get separated from them. Herminia and her three boys end up living in the city's slums. 15 years later, each of the boys turn to a life of crime --- one gets incarcerated for killing his wife, one becomes a robber and kidnapper and the other one becomes a drug dealer.",Drama
Patient X,Yam Laranas,2009.0,"After twenty years, local police captures the murderer of the older brother of a young boy. Now a doctor, he must go back to his old town and face the murderers himself. He then discovers that the murderers are Aswangs (folkloric Filipino vampire-like creatures) and they pose a deadly threat not only to him but also for the entire town.::Anonymous","Horror, Thriller"
Pitik Bulag,,2009.0,,"Crime, Drama"
Roommate From Hell,,2009.0,"6'7"" Vince is the roommate from hell. His roommates appeal to Mayhem Miller to help give this bully a taste of his own medicine. Former NFL star and current MMA fighter, Michael Westbrook, serves up the eviction notice.::Anonymous","Reality-TV, Sport"
"Shake, Rattle & Roll XI","Jessell Monteverde, Rico Gutierrez, Don Michael Perez",2009.0,"LAMANGLUPA The lamanglupa-a creature of Philippine underworld mythology-is given a new interpretation in this movie about a group of friends whose camping trip suddenly turns into a nightmare when they find themselves being relentlessly pursued by a couple of ferocious creatures. Apparently, the group has accidentally killed the creatures' offspring when they stumbled on a row of mounds believed to be the breeding ground of the lamanglupa. In the face of adversity, friendships will be tested and various conflicts will unfold, as the group struggles to survive the creatures as well as their personal strife. UKAY-UKAY Kayla is engaged to be married to Harold. She has long been waiting for this ideal wedding. A mysterious vintage gown catches Kyla's attention and gets fixated on it. Unbeknownst to Kyla the wedding gown is evil, passed by a demented bride way back in 1948. Soon, her designer friend -Basti is killed. It's not until an old man appears to Kayla that everything is revealed to her. Will she be able to stop the evil gown in ruining her wedding? ANG DIABLO Claire, a young doctor-intern at a provincial hospital, encounters a girl who is suspected of carrying a deadly flu virus. But the girl claims that a demonic spirit, not a virus, is residing in her frail body. The girl later kills herself, but not before ensuring that the demon inside her has been transmitted to Claire. Soon, Claire finds herself being haunted by demonic visions. Tita Beth, Claire's aunt and guardian, seeks the help of a young priest, Fr. Ronnie, who happens to be Claire's ex-boyfriend. As the demonic spirit inside her rages on, Claire must confront her tragic past and her ill-fated romance with Fr. Ronnie. But will the priest succeed in overpowering the evil spirit that threatens to take over Claire?::ledster","Drama, Fantasy, Horror, Thriller"
"Si Baning, si Maymay at ang asong si Bobo",Rommel Tolentino,2009.0,,Comedy
Status: Single,Jose Javier Reyes,2009.0,"Doris is a 30-year-old virgin who's anxious to get married, afraid of ending up an unmarried woman like her spinster aunt. With Dado, her call center agent boyfriend for years, dropping her like a hot potato and all her girlfriends getting married, Doris is even more pressured to find her Mr. Right pronto! With the help of her best pal, Randy, the search for Doris future husband begins.","Comedy, Romance"
Sumpa,"Carlos Agustin, Melvin Brito",2009.0,,"Crime, Drama, Horror, Mystery, Thriller"
Sundo,Topel Lee,2009.0,"Seven passengers on a trip to Manila escape death and their respective ""sundo"" by a twist of fate. Soon, they realize that the price they have to pay for gambling with the spirit of tragedy is the hardest and most ruthless battle they will ever come to face.::iGMA.tv","Drama, Horror, Thriller"
T2,Chito Rono,2009.0,"A Save an Orphan Volunteer is taking care of a young girl, who is being stalked by Engkantos, as the chase begins, the lives that surrounding them maybe at risk.::cutie","Fantasy, Horror"
Tawag,Brillante Mendoza,2009.0,Two pairs of lovers on a Hawaiian vacation discover that psychopaths are stalking and murdering tourists on the islands.::Anonymous,"Drama, Mystery, Thriller"
Villa Estrella,Rico Maria Ilarde,2009.0,"How come people who go there are never seen again? Does the villa ""eat"" people alive? The movie tells the story of Ana who has always been having nightmares about certain people getting killed of Madre Na Aswang. Things become scarier when her ex-boyfriend brings her to Villa Estrella where she meets a girl named Gisele who seems to be very familiar to her.::Anonymous",Horror
Wanted: Border,Ray Gibraltar,2009.0,Mama Saleng is an owner of a boarding house and a canteen. She also happens to be a religious fanatic who firmly believes that she can give redemption to others. She does this by killing all of her boarders and serving their remains in her canteen.,"Comedy, Drama, Thriller"
Wapakman,Topel Lee,2009.0,"A Filipino superhero must decide if saving the world is worth, leaving his children, behind.::ironhorse_iv","Action, Comedy, Sci-Fi"
When I Met U,Joel Lamangan,2009.0,"A young woman and her pilot are stranded on a remote island after they crash land their plane. The two are contentious at first, but grow affectionate as they work together to survive. But when their rescue arrives, they are instantly brought back to the real world, where they're both in committed relationships.::@ ClickTheCity","Comedy, Drama, Romance"
Yaya and Angelina: The Spoiled Brat Movie,Mike Tuviera,2009.0,"The movie begins when a fiery incident caused Angelina's (Ogie Alcasid) yaya to be incapacitated. The kid's parents, portrayed by Aiko Melendez and Jomari Yllana, search for a new yaya. Rosalinda ""Cha-Cha"" Lucero (Michael V.) is selected from a coterie of applicants. Soon, a special love-hate bond is formed between the two. Yaya becomes the object of Angelina's practical jokes and temper tantrums but she is determined to stick it out with the bratty child. Unfortunately, one final straw broke her spirit so she packed her stuff and moved out of Angelina's household. Alone and distraught over Yaya's disappearance, Angelina accidentally uncovers a terrorist (Iza Calzado) plot to assassinate The Duchess of Wellington, who is scheduled to visit her school. Angelina is discovered and kidnapped by the terrorist. Learning about the predicament of her beloved ward, Yaya sets out to save Angelina. Reunited, they combine their wits to save the foreign dignitary and thwart the terrorists' evil plot.",Comedy
You Changed My Life,Cathy Garcia-Molina,2009.0,"It's been 6 months since Laida Magtalas (Sarah Geronimo) won the heart of her prince charming Miggy Montenegro (John Lloyd Cruz) and her life has been nothing but a bed of roses: she got promoted, Flippage is now in the same building where Miggy works and best of all, her hair looks better than ever. As far as Laida is concerned, nothing can wreck her perfect little world. Miggy feels like he's on top of the world as well. He's okay with his family situation, for the first time, he's in a meaningful relationship and is determined to prove to everyone that he is indeed still a work in progress, but well on his way to becoming the new and improved, Miggy!But unforseen events puts a damper on Miggy and Laida's seemingly blissful lives when Miggy gets promoted and is assigned to Laguna, while Laida is offered a job in Canada. With their careers leading Laida and Miggy in separate paths, their new relationship begins to suffer under the pressures of being apart. Will Laida and Miggy be able to overcome these new challenges and keep their happily ever after? Or will they realize, a little too late, that living the dream is actually harder than attaining it?::ledster","Comedy, Drama, Romance"
